title,lyrics,이별유무,긍부정,cluster_label
바람,수많은 시간이 지나가도. 늘 같은 자리에 있는 나무처럼. 아무리 흔들고 흔들어도. 제자리로 돌아오는 그네처럼. 내 사랑은 변하지 않아요. 언제든 힘이 들 땐 뒤를 봐요. 난 그림자처럼 늘 그대 뒤에 있어요. 바람이 되어 그대와 숨을 쉬고. 구름이 되어 그대 곁을 맴돌고. 비가 되어 그대 어깨를 적시고. 난 이렇게 늘 그대 곁에 있어요. 항상 같은 자리에 서서. 일생을 바보같이 기다릴 사람. 그대가 있는 곳엔 달빛처럼 그대를. 환하게 비춰줄 그런 사람. 바람이 되어 그대와 숨을 쉬고. 구름이 되어 그대 곁을 맴돌고. 비가 되어 그대 어깨를 적시고. 난 이렇게 늘 그대 곁에 있어요. 바람이 되어 그대와 숨을 쉬고. 구름이 되어 그대 곁을 맴돌고. 비가 되어 그대 어깨를 적시고. 난 이렇게 늘 그대. 이렇게 그대. 난 이렇게 늘 그대 곁에 있어요,1,1,0
그대 보고 싶어요,시간이 흘렀어도 난아직 그대로.같은 곳에서 그댈기다리고 있죠.그대가 내 마음을.훔쳐 가지 않았다면.난벌써 집에 가버렸겠죠.나는 알고 있습니다.그대는 날 좋아하지않단 걸. 근데난 여전히.그대 보고 싶어요.당신은 내 마음 속에 있어요.항상 모든 시간이다.그대 보고 싶어요.당신은 내 마음 속에 있어요.항상 모든 시간이다.나는 알고 있습니다.내가 그대를 귀찮게한단 걸. 근데난 여전히.그대 보고 싶어요.당신은 내 마음 속에 있어요.항상 모든 시간이다.그대 보고 싶어요.당신은 내 마음 속에 있어요.항상 모든 시간이다.오. 이 빗속에.이 추운 거리에.난 계속 서있을 거예요.만일그대 마음이 바뀐다면.난 여전히. 그대보고 싶어요.당신은 내 마음 속에 있어요.항상 모든 시간이다.그대 보고 싶어요.당신은 내 마음 속에 있어요.항상 모든 시간이다.절대 포기하지 마세요.포기하지 말라.당신을 포기하지 마세요.절대 포기하지 마세요.포기하지 말라.당신을 포기하지 마세요.절대 포기하지 마세요.포기하지 말라.당신을 포기하지 마세요.절대 포기하지 마세요.포기하지 말라.당신을 포기하지 마세요.절대 포기하지 마세요.포기하지 말라.당신을 포기하지 마세요.,1,1,4
그대 보고 싶어요 (Inst.),시간이 흘렀어도 난아직 그대로.같은 곳에서 그댈기다리고 있죠.그대가 내 마음을.훔쳐 가지 않았다면.난벌써 집에 가버렸겠죠.나는 알고 있습니다.그대는 날 좋아하지않단 걸. 근데난 여전히.그대 보고 싶어요.당신은 내 마음 속에 있어요.항상 모든 시간이다.그대 보고 싶어요.당신은 내 마음 속에 있어요.항상 모든 시간이다.나는 알고 있습니다.내가 그대를 귀찮게한단 걸. 근데난 여전히.그대 보고 싶어요.당신은 내 마음 속에 있어요.항상 모든 시간이다.그대 보고 싶어요.당신은 내 마음 속에 있어요.항상 모든 시간이다.오. 이 빗속에.이 추운 거리에.난 계속 서있을 거예요.만일그대 마음이 바뀐다면.난 여전히. 그대보고 싶어요.당신은 내 마음 속에 있어요.항상 모든 시간이다.그대 보고 싶어요.당신은 내 마음 속에 있어요.항상 모든 시간이다.절대 포기하지 마세요.포기하지 말라.당신을 포기하지 마세요.절대 포기하지 마세요.포기하지 말라.당신을 포기하지 마세요.절대 포기하지 마세요.포기하지 말라.당신을 포기하지 마세요.절대 포기하지 마세요.포기하지 말라.당신을 포기하지 마세요.절대 포기하지 마세요.포기하지 말라.당신을 포기하지 마세요.,1,1,4
보고싶어 미치겠다,지독한 감기를 앓듯. 너 없는 하루가 아파. 니가 가져간 내 마음은. 언제쯤 돌려줄거니 . 미칠 듯 사랑했다가. 미쳐서 이별을 했나봐 . 사랑은 잃은 후에 시작되나봐. 눈물이 가르쳐줘서. 보고 싶어서 미치겠다. 숨 쉬는 모든 순간. 못나게 굴던 내가 싫다. 니가 떠나고 뒤늦은 후회만. 멀리서라도 보고 싶다. 내 생에 최고였던 널 . 사랑했었고 사랑한다. 오직 너만을. 미칠 듯 사랑했다가. 미쳐서 이별을 했나봐 . 사랑은 잃은 후에 시작되나봐. 눈물이 가르쳐줘서. 보고 싶어서 미치겠다. 숨 쉬는 모든 순간. 못나게 굴던 내가 싫다. 니가 떠나고 뒤늦은 후회만. 멀리서라도 보고 싶다. 내 생에 최고였던 널 . 사랑했었고 사랑한다. 오직 너만을. 오직 너만을,1,1,1
보고싶어 미치겠다 (Inst.),지독한 감기를 앓듯. 너 없는 하루가 아파. 니가 가져간 내 마음은. 언제쯤 돌려줄거니 . 미칠 듯 사랑했다가. 미쳐서 이별을 했나봐 . 사랑은 잃은 후에 시작되나봐. 눈물이 가르쳐줘서. 보고 싶어서 미치겠다. 숨 쉬는 모든 순간. 못나게 굴던 내가 싫다. 니가 떠나고 뒤늦은 후회만. 멀리서라도 보고 싶다. 내 생에 최고였던 널 . 사랑했었고 사랑한다. 오직 너만을. 미칠 듯 사랑했다가. 미쳐서 이별을 했나봐 . 사랑은 잃은 후에 시작되나봐. 눈물이 가르쳐줘서. 보고 싶어서 미치겠다. 숨 쉬는 모든 순간. 못나게 굴던 내가 싫다. 니가 떠나고 뒤늦은 후회만. 멀리서라도 보고 싶다. 내 생에 최고였던 널 . 사랑했었고 사랑한다. 오직 너만을. 오직 너만을,1,1,1
나를 끝낼 수 있나요,나를 끝낼 수 있나요. 늘 목숨처럼 사랑한다 했는데. 어떻게 된 거죠 내가 잘못했나요. 이제 그대 삶에서 나를 끝내려 하나요. 너무 아파서 너무 슬퍼서. 그냥 고개를 숙인 채 흐느끼는 날. 세워둔 채로 가버릴 만큼 싫어졌나요. 그대 목숨 같았던 그만큼. 찬란했었던 나를 두고. 어떻게 그래요 내가 싫어졌대도. 우리 사랑 이렇게 쉽게 끝내려 하나요. 너무 아파서 너무 슬퍼서. 나를 버리고 뒤돌아 떠나는 그댈. 잡지 못한 채 울기만 하는. 바보 같은 나. 그대 목숨 같았던 그만큼 사랑했었던. 나를 두고 가는 게 힘들진 않나요. 분명 그대도 나만큼 아프겠죠. 우리 사랑했던 시간을 . 이미 추억 속에 던져 버렸나요. 나를 끝내려 하나요. 너무 아파요 너무 슬퍼요. 나도 그대를 나보다 사랑했는데. 부족 했나요 그댈 잡기엔 늦은 건가요. 우리 목숨 같았던 한없이. 아름다웠던 우리 사랑. 정말 끝낼 수 있나요. 늘 목숨처럼 사랑했던 날,1,1,3
뒤돌아보지 말아요,이젠 돌이킬 수 없잖아. 우리 여기까지인가 봐. 이젠 두 손을 꼭 잡아 보아도. 아무 힘이 느껴지지 않잖아. 뒤돌아보지 말아요. 우린 끝났잖아요. 또 몇 번을 더 반복하면. 그나마 남은 마음도 다칠 거야. 왜 느려지고 있나요. 그대 그러지 마요. 익숙해서 더 안고 싶은. 이 밤을 우리 이번엔 참아야 해요. 우린 끝났잖아요 뒤돌아보지 말아요. 널 사랑하지 않는 날이 올 거야. 그래 언젠가. 날 사랑하지 않는 날이 올 거야. 별로 외롭지 않을 거야. 아니 기억도 안 날 거야. 시간 흐르면 괜찮을 거야. 그냥 떠나. 뒤돌아보지 말아요. 우린 끝났잖아요. 다시 애써 더 노력하면. 행복한 기억들 다 지워질 거야. 왜 느려지고 있나요. 그대 그러지 마요. 허전해서 서로 채웠던. 그 밤은 이제 하나씩 지워야 해요. 오랜 모든 게 다 그렇듯. 우리도 끝이 시작됐어. 우린 다를 거라 믿었는데. 여기까지 너의 시간인가 봐. 그렇게 울지 말아요. 보낼 수 없잖아요. 널 지키겠단 다짐 속에. 결국 이렇게 도망친 건 나잖아. 뭘 망설이고 있나요. 그냥 나를 버려요. 습관처럼 찾을 수 없게. 우연히라도 다시는 만나지 마요. 우린 끝났잖아요 뒤돌아보지 말아요,1,1,4
다 그대로더라,나 생각보다. 너 없이도 잘 지내고 있어. 네가 떠난 그 날 이후로. 많이 아팠었지만. 없는 약속을 또 난 만들어보고. 정신없이 하루를 보냈어. 네가 없는 나의 일상이. 많이 힘들었지만. 나를 두고 가는 네가 미워서. 널 놓지 못한 내가 싫어서. 모든 걸 버리고 또 지우려 해봐도. 다 그대로더라 잊혀지지가 않아. 끝나지 않을 것만 같았던 그 미련도. 시간이 지나고 보니. 조금은 괜찮아지더라. 나를 두고 가는 네가 미워서. 널 놓지 못한 내가 싫어서. 모든 걸 버리고 또 지우려 해봐도. 다 그대로더라 잊혀지지가 않아. 알고 있어 이미 넌 떠났고. 되돌릴 수 없단 걸. 아주 가끔은 너도 내 생각에. 나보다 더 아팠으면 해. 나를 두고 간 네가 미워서. 널 놓지 못한 내가 싫어서. 모든 걸 버리고 또 지우려 해봐도. 다 그대로더라 잊혀지지가 않아,1,1,0
다 그대로더라 (Inst.),나 생각보다. 너 없이도 잘 지내고 있어. 네가 떠난 그 날 이후로. 많이 아팠었지만. 없는 약속을 또 난 만들어보고. 정신없이 하루를 보냈어. 네가 없는 나의 일상이. 많이 힘들었지만. 나를 두고 가는 네가 미워서. 널 놓지 못한 내가 싫어서. 모든 걸 버리고 또 지우려 해봐도. 다 그대로더라 잊혀지지가 않아. 끝나지 않을 것만 같았던 그 미련도. 시간이 지나고 보니. 조금은 괜찮아지더라. 나를 두고 가는 네가 미워서. 널 놓지 못한 내가 싫어서. 모든 걸 버리고 또 지우려 해봐도. 다 그대로더라 잊혀지지가 않아. 알고 있어 이미 넌 떠났고. 되돌릴 수 없단 걸. 아주 가끔은 너도 내 생각에. 나보다 더 아팠으면 해. 나를 두고 간 네가 미워서. 널 놓지 못한 내가 싫어서. 모든 걸 버리고 또 지우려 해봐도. 다 그대로더라 잊혀지지가 않아,1,1,0
괜찮아,낮게 불던 바람. 잠시 스친 그 날. 너와 나는 마주했어. 기억 속 잊혀져 색이 바래 무뎌진. 너를 내가 바라본 그 날. 원했던 그 소원이 작아져가도. 선명한 너의 시선 남아있을까. 단 한 줌의 기억. 아무 말이 없어. 깊은 밤 잠에 들어도. 괜찮아. 빛나지 않는다 해도. 널 꼭 안아줄게. 오래 기다렸지. 지금 이 순간을. 원했던 그 소원이 작아져가도. 선명한 너의 시선 남아있을까. 단 한 줌의 기억. 아무 말이 없어. 깊은 밤 잠에 들어도. 괜찮아. 빛나지 않는다 해도. 널 꼭 안아줄게. 오래 기다렸지. 지금 이 순간을. 습관처럼 떠오르는 지난 슬픔은. 이제 더는 생각하지 않을게. 단 한 줌의 기억. 아주 잠시 잊어. 깊은 밤 잠에 들어도. 괜찮아. 빛나지 않는다 해도. 널 꼭 안아줬던. 오랜 시간들이. 지금의 우리를,1,1,3
나의 바람,언젠가 꿈에서 날 안아주던. 따뜻한 너의 얼굴이. 그때로 날 돌아가게 해. 아직도 난 그때 그 자리에 서서. 우리의 모습 바라보며. 너였어서 참 다행이야. 함께 가자 이대로 그 모습으로. 널 그려볼 수 있게. 순간마다 니가 날. 그때로 기억할 수 있게. 어렸었던 너와 내가 이렇게 멀어져도. 내맘 속에 너는 아직. 불어오는 바람이야. 언젠가 너의 손 잡고 걸었던. 몇 번의 그 계절들이. 차가웠던 마지막 겨울도. 아직도 난 그때 그 거리에 서서. 멀어지는 널 바라보며. 고마웠어 옆에 있어줘서. 함께 가자 이대로 그 모습으로. 널 그려볼 수 있게. 순간마다 니가 날. 그때로 기억할 수 있게. 어렸었던 너와 내가 이렇게 멀어져도. 내맘 속에 너는 아직. 불어오는 바람이야. 저 밤하늘 속에. 그려지는 니가. 그때로 다시 돌릴 수 있을까. 멀리 가면 잊을까. 지나온 시간만큼 흐려진다해도. 순간마다 내가 지금으로. 널 데려올거야. 아팠었던 너와 내가 이렇게 멀어져도. 내맘 속에 넌 여전히. 불어오는 바람이야,1,1,0
나의 바람 (Inst.),언젠가 꿈에서 날 안아주던. 따뜻한 너의 얼굴이. 그때로 날 돌아가게 해. 아직도 난 그때 그 자리에 서서. 우리의 모습 바라보며. 너였어서 참 다행이야. 함께 가자 이대로 그 모습으로. 널 그려볼 수 있게. 순간마다 니가 날. 그때로 기억할 수 있게. 어렸었던 너와 내가 이렇게 멀어져도. 내맘 속에 너는 아직. 불어오는 바람이야. 언젠가 너의 손 잡고 걸었던. 몇 번의 그 계절들이. 차가웠던 마지막 겨울도. 아직도 난 그때 그 거리에 서서. 멀어지는 널 바라보며. 고마웠어 옆에 있어줘서. 함께 가자 이대로 그 모습으로. 널 그려볼 수 있게. 순간마다 니가 날. 그때로 기억할 수 있게. 어렸었던 너와 내가 이렇게 멀어져도. 내맘 속에 너는 아직. 불어오는 바람이야. 저 밤하늘 속에. 그려지는 니가. 그때로 다시 돌릴 수 있을까. 멀리 가면 잊을까. 지나온 시간만큼 흐려진다해도. 순간마다 내가 지금으로. 널 데려올거야. 아팠었던 너와 내가 이렇게 멀어져도. 내맘 속에 넌 여전히. 불어오는 바람이야,1,1,0
안녕 내 전부였던 너 (Inst.),안녕 안녕. 이제 인사를 해야지. 너와 나의 이별인데. 아니 아니. 나는 그게 안될것 같아. 너를 보내는 일. 영활보고 밥을 먹는 일도. 손을 잡고 거릴 걷는 일도. 앞으로는 혼자란 사실에. 그게 나를 울게 만드는걸. 안녕 내 전부였던 너. 사랑해 너라서 난 좋았어. 다신 너 같은 사람. 만날수 없을거야 잘가. 고마워. 사실 사실. 너도 많이 힘들었겠지. 이별을 말하기. 조금만 더 참을순 없었니. 한번만 더 기횔 줄 순 없니. 너에게 난 말하지 못했어. 좋은 기억 마저 사라질까봐. 안녕 내 전부였던 너. 사랑해 너라서 난 좋았어. 다신 너 같은 사람. 만날수 없을거야 잘가. 고마워. 너무 아파서 소리도 낼 수 없어. 너를 어떻게 나 잊겠니. 제발 이 말만 듣고 가. 진심을 다해 사랑했단 말. 잊으라는 건 못해. 난 그냥 이게 편해 미안. 내 사랑,1,1,3
톡톡,살짝 내 맘에 잠시 찾아온 설렘이. 널 사랑한 것 같아서. 한참 울었죠. 저 멀리 떠나버린. 그대를 다시 찾을지. 살짝 깨어나 몰래. 당신 곁에서 볼래요 슬픈 얼굴을. 잊지 않으려고 고갤 되돌려도. 바보같이 바라만 볼 텐데. 말없이 찾아가 소리 없이. 지켜만 볼 테니. 많이 아파하지 않게. 늘 혼자 바라보게 거기에 있어줘. 그대 홀로 남지 않게. 곁에서 그늘이 돼 줄게요. 살짝 눈 감아 보니. 그대 품 안인 것 같아 포근해져요. 따듯한 두 손을 놓치지 않도록. 나를 힘껏 잡아줄래요. 말없이 찾아가 소리 없이. 보기만 할 테니. 많이 아파하지 않게. 늘 혼자 바라보게 거기에 있어줘. 그대 홀로 남지 않게. 곁에서 그늘이 돼 줄게요. 어차피 다음 세상에서. 다시 만나야 할 텐데. 많이 슬퍼하지 않게. 늘 그댈 바라보게 가까이 있어줘. 그대 곁에만 있으면. 행복하게 그대 손을 잡을게. 말없이 찾아가 소리 없이. 보기만 할 테니. 많이 아파하지 않게. 늘 혼자 바라보게 거기에 있어줘. 그대 홀로 남지 않게. 곁에서 그늘이 돼 줄게요,1,1,3
까만 안경,까만 안경을 써요. 아주 까만 밤인데 말이죠. 앞이 보이지 않아도 괜찮아요. 나는 울고 싶을 뿐이죠. 한 여자가 떠나요. 너무나 사랑했었죠. 그래요 내 여자예요. 내 가슴 속에서 울고 있는 여자. 사랑해요 나도 울고 있어요 오 난. 보고 싶어서 만나고 싶어서. 차라리 죽고만 싶어요. 미안해요 잘해주지 못한 나지만. 이별까지도 사랑할 거예요. 행복한 사람이 되어주세요. 제발요. 한 여자가 떠나요. 너무나 사랑했었죠. 그래요 내 여자에요. 내 가슴 속에서 울고 있는 여자. 사랑해요 나도 울고 있어요 오 난. 보고 싶어서 만나고 싶어서. 차라리 죽고만 싶어요. 미안해요 잘해주지 못한 나지만. 이별까지도 사랑할 거예요. 행복한 사람이 되어주세요. 사랑해요 나도 울고 있어요 난. 보고 싶어서 만나고 싶어서. 차라리 죽고만 싶어요. 미안해요 잘해주지 못한 나지만. 이별까지도 사랑할 거예요. 행복한 사람이 되어주세요. 제발요,1,1,3
네가 사랑한 것들을 기억할게,네가 사랑한 것들을 기억할게. 함께 기다릴게 영원한 사랑을. 침묵을 지킬 때 이해할게. 이제서야 네 마음을 훑어보는 날. 용서해 . 많이 미안해. 네가 지내온 것들을. 알 수 없던 나야. 살아내. 더 많이 사랑할. 네 모습 낯설지 않게. 깊은 추억에 빠진 널. 위로할게. 허락해준다면. 그래준다면. 다정한 표정을 지어줄게. 이제서야 네 마음을 훑어보는 날. 용서해. 많이 미안해. 네가 지내온 것들을. 알 수 없던 나야. 살아내. 더 많이 사랑할. 네 모습 낯설지 않게. 사랑해. 사랑해. 사랑해. 널 위한 말이야. 살아내. 그래야만 해. 지금까지. 정말 힘들었겠지만. 사랑해. 많이 미안해. 네가 지내온 것들을. 알 수 없던 나야. 살아내. 더 많이 사랑할. 네 모습 낯설지 않게. 사랑해. 많이 미안해. 네가 지내온 것들을. 알 수 없던 나야. 살아내. 더 많이 사랑할 . 네 모습 낯설지 않게. 네 모습 낯설지 않게,1,1,0
네가 사랑한 것들을 기억할게 (Inst.),네가 사랑한 것들을 기억할게. 함께 기다릴게 영원한 사랑을. 침묵을 지킬 때 이해할게. 이제서야 네 마음을 훑어보는 날. 용서해 . 많이 미안해. 네가 지내온 것들을. 알 수 없던 나야. 살아내. 더 많이 사랑할. 네 모습 낯설지 않게. 깊은 추억에 빠진 널. 위로할게. 허락해준다면. 그래준다면. 다정한 표정을 지어줄게. 이제서야 네 마음을 훑어보는 날. 용서해. 많이 미안해. 네가 지내온 것들을. 알 수 없던 나야. 살아내. 더 많이 사랑할. 네 모습 낯설지 않게. 사랑해. 사랑해. 사랑해. 널 위한 말이야. 살아내. 그래야만 해. 지금까지. 정말 힘들었겠지만. 사랑해. 많이 미안해. 네가 지내온 것들을. 알 수 없던 나야. 살아내. 더 많이 사랑할. 네 모습 낯설지 않게. 사랑해. 많이 미안해. 네가 지내온 것들을. 알 수 없던 나야. 살아내. 더 많이 사랑할 . 네 모습 낯설지 않게. 네 모습 낯설지 않게,1,1,0
봄바람,하나 둘 셋 넷.. 라일락 꽃 거리마다 가득/코끝이 아려와. 햇살같은 연인들의 미소/눈부신 날이야.그래 햇살 탓일까/아지랑이 피는 하늘. 잠시 감은 눈에 나도 몰래/생각이 나.. 봄바람처럼 살랑/날 꽃잎처럼 흔들던 사람.꿈처럼 지난날들/이제 다시 돌아갈 수 없지만.봄바람처럼 살랑/내 가슴을 또 흔드는 사람. 언제나 나에게그대는 봄이야.. 척 봐도 시작하는 저들/어쩐지 웃음 나. 그때우린 저들 같았을까/떠올려보지만.그래 마냥 좋았어/다시 내겐 없을 만큼. 허나 얘기인데/웃을 뿐이야.. 봄바람처럼 살랑/날 꽃잎처럼 흔들던 사람. 꿈처럼 지난날들/이제 다시 돌아갈 수 없지만 지나버린.봄바람처럼 살랑/내 가슴을 또 흔드는 사람.언제나나에게 그대는 봄이야...봄바람 휘날리며/흩날리는 벚꽃 잎이. 울려퍼질 이 거리를/둘이 걸어요.. 봄바람휘날리며(다시 돌아오는 계절처럼). 흩날리는 벚꽃잎이(나를 찾아오는 그대).울려 퍼질 이거리를(영원할 것 같던 그 순간이).둘이 걸어요(어제 같은데).. 봄바람처럼 살랑/날 꽃잎처럼 흔들던 사람 |(봄바람 휘날리며/흩날리는 벚꽃 잎이).꿈처럼 지난날들/이제 다시 돌아갈 수 없지만 |(울려 퍼질 이 거리를/둘이 걸어요).. 봄바람처럼 살랑/내 가슴을 또 흔드는 사람 |(봄바람 휘날리며/흩날리는 벚꽃 잎이). 언제나나에게 그대는..(봄바람처럼 살랑/날 꽃잎처럼 흔들던 사람).(꿈처럼 지난날들/이제 다시 돌아갈 수 없지만).(봄바람처럼 살랑/내 가슴을 또 흔드는 사람).(꿈처럼 지난날들/이제 다시 돌아갈 수 없지만).. 봄바람처럼 살랑/또 하루하루 멀어지지만.. 어느새또다시 눈부신. 어느새또다시 눈부신. 어느새또다시 눈부신.. 봄이야,1,1,5
One more night,"내가 이걸 가지고 있으면. 이 점을 명심한다면, 대신. 내가 무슨 말을 하려는지. 난 괜찮지 않을 거야. 난 적응했고, 조수와 파도도 잘 타요.. 하지만 나쁜 향에 발목이 잡혀 결점으로부터 자라나오네. 오, 나는 내가 어른스러운 정신으로 변했다고 생각했다.. 내가 한 일은 내가 괜찮다고 우리 스스로에게 말하려고 휘갈겨 쓴 거야. 나에 대해 알아가고 있어, 내 자신에 대해,. 그는 대신 필요하다. 하룻밤만 더, 우리의 모든 거짓말을 위해. 한 마디만 더 하자면, 우리의 날들을 마무리 짓자. 내가 '그'이고 네가 '그녀'라면. 힘들지 않을 거야, 마지막. 하루만 더, 우리의 모든 시간을 위해. 우리가 떠난 건 알지만 '떠남이라는'는 값을 매길 수 없어. 밝게 슬퍼하고, 이 난장판을 떠나라.. 내 이름을 따뜻하게 해, 마지막. 말씀하신 대로. 난 널 겁쟁이로 그리고 난 괴짜로 그려 . 우리가 이 모든 거짓을 계속 유지한다면. 이건 영원한 싸움이야. 오, 나는 내가 어른의 마음으로 변했다고 생각했다.. 내가 한 일은 내가 괜찮다고 우리 스스로에게 말하려고 휘갈겨 쓴 거야. 나에 대해 알아가고 있어, 내 자신에 대해,. 그는 대신 필요하다. 하룻밤만 더, 우리의 모든 거짓말을 위해. 한 마디만 더 하자면, 우리의 날들을 마무리 짓자. 내가 '그'이고 네가 '그녀'라면. 힘들지 않을 거야, 마지막. 하루만 더, 우리의 모든 시간을 위해. 우리가 떠난 건 알지만 '떠남이라는'는 값을 매길 수 없어. 밝게 슬퍼하고, 이 난장판을 떠나라.. 내 이름을 따뜻하게 해, 마지막. 하룻밤만 더, 우리의 모든 거짓말을 위해. 한 마디만 더 하자면, 우리의 날들을 마무리 짓자. 내가 '그'이고 네가 '그녀'라면. 힘들지 않을 거야, 마지막. 하루만 더, 우리의 모든 시간을 위해. 우리가 떠난 건 알지만 '떠남이라는'는 값을 매길 수 없어. 밝게 슬퍼하고, 이 난장판을 떠나라.. 내 이름을 따뜻하게 해, 마지막. 이 최후의 것",1,1,2
그런 널,왜 그리 힘들어보이는건지 . 무슨 일 있었니 . 하루가 정말 지치고 지쳐 . 아파하는 넌데 . 그런 널 안아주지 못했잖아 . 따뜻한 한마디 . 못하고 너를 밀어내기만 했던 . 나였었기에 . 아직도 부족한게 많은 나여서 . 너의 맘 자꾸 아프게만 해 . 미안해 맘과는 다르게 차갑던 . 이런 나로인해서 . 힘들어하던 네게 미안해 . 그런 널 안아주지 못했잖아 . 따뜻한 한마디 . 못하고 너를 밀어내기만 했던 . 나였었기에 . 아직도 부족한게 많은 나여서 . 너의 맘 자꾸 아프게만 해 . 미안해 맘과는 다르게 차갑던 . 이런 나로인해서 힘들어하던 . 네게 미안해 . 아직도 부족한게 많은 나여서. 너의 맘 자꾸 아프게만 해. 미안해 맘과는 다르게 차갑던. 이런 나로인해서 힘들어하던. 네게 미안해,1,1,1
그런 널 (inst.),왜 그리 힘들어보이는건지 . 무슨 일 있었니 . 하루가 정말 지치고 지쳐 . 아파하는 넌데 . 그런 널 안아주지 못했잖아 . 따뜻한 한마디 . 못하고 너를 밀어내기만 했던 . 나였었기에 . 아직도 부족한게 많은 나여서 . 너의 맘 자꾸 아프게만 해 . 미안해 맘과는 다르게 차갑던 . 이런 나로인해서 . 힘들어하던 네게 미안해 . 그런 널 안아주지 못했잖아 . 따뜻한 한마디 . 못하고 너를 밀어내기만 했던 . 나였었기에 . 아직도 부족한게 많은 나여서 . 너의 맘 자꾸 아프게만 해 . 미안해 맘과는 다르게 차갑던 . 이런 나로인해서 힘들어하던 . 네게 미안해 . 아직도 부족한게 많은 나여서. 너의 맘 자꾸 아프게만 해. 미안해 맘과는 다르게 차갑던. 이런 나로인해서 힘들어하던. 네게 미안해,1,1,1
THANK YOU,"눈이펑펑 온 날. 난펑펑 울었어.너의 이름을 부르면서.이하얀 눈에 묻으리만치.그렇게 You하얗게울어 버렸어.버려졌어. 한꺼번에 모든 걸 잃은 것 같았는데.하나둘씩 너로 채워져 잊을 수 없게.잊지 못하게 없게잊을 수.시간이 흐르니 내가 잘못한 게 뭘까.생각하게 되더라.그런데 그게 아니더라.그냥 우리는 잘해보려다.이렇게 된걸.서로를우선으로 하는 게. 사랑인 줄알았던 거야.서로의무게가 맞지 않아서.서로채우기만 했었던 거야.미안하고 고마웠어.그냥 사과보단 감사인사하고 싶어졌어.감사합니다, 감사합니다.감사합니다, 감사합니다.감사합니다, 감사합니다.너무너무 늦었지만.고마워 고마워 감사합니다.감사합니다.",1,1,1
I'm Here,멈춰진 시간 속에그대와 나의.운명을잊지 말아 줘요.모든 순간 나눴던.우리의 기억.그대 그리고 나. 흘러가는 날들처럼.그대가 멀어진대도.나 여기 있어요난 괜찮아요.나 여기 있어요 그대이니까.나는 여기 줘요돌아와요.나 여기 있어요지금처럼 나. 기다릴게요.조심스레건네던 그대 속삭임.사랑을 알았죠.무심하게지나간 모든 계절엔.그대 그리고 나. 헤어짐은 두렵지만.그대가쉴 수 있다면.나 여기 있어요난 괜찮아요.나 여기 있어요 그대이니까.나는 여기 줘요돌아와요.나 여기 있어요지금처럼 나. 기다릴게요.저 왔어요.나 여기 있어요걱정 말아요.나 여기 있어요 우리이니까.나는 여기 줘요돌아와요.나 여기 있어요지금처럼 나. 기다릴게요.멈춰진 시간 속에그대와 나의.사랑을 잊지 말아 줘요,1,1,1
봄비,끝내 미안해 말이 안 나왔지. 끝내 우는 널 그저 바라봤지. 끝내 그 한마디에 세상이 멈췄지. 그때 외롭게 혼자 서있었지. 그때 작아진 널 바라만 봤지. 그때 내리던 비는 너무 차가웠지. 다 끝난 추억일까. 잊혀지는 기억일까. 몇 번의 계절이 지나가면. 조금 편해질까. 비가 오는 오늘처럼. 다 흘러내릴까. 그쳐가는 빗방울처럼. 다 괜찮아질까. 다 시간이 지나면. 괜찮아져 쉽게 얘기해도. 한 번쯤 너에게도 묻고 싶은 거야. 가끔 웃을 일 생기기도 했지. 가끔 잊었다 하고 착각했지. 가끔 이렇게라도 나를 속였지. 다 끝난 추억일까. 잊히는 기억일까. 정신없이 거리를 걷다 보면. 너를 잊을 수 있을까. 비가 오는 오늘처럼. 다 흘러내릴까. 그쳐가는 빗방울처럼. 다 괜찮아질까. 다 시간이 지나면. 괜찮아져 쉽게 얘기해도. 한 번쯤 너에게 묻고 싶은 거야. 비가 그친 깊은 밤 속에. 너무 고요한 이 어둠 속에. 이제 알 것 같아. 네가 무슨 말을 듣고 싶었던 건지. 내가 다 미안하다며. 너를 안아주고 싶어. 우리 이 영화는. 끝이 아닌 거야. 바보 같은 내가 잠시. 널 보냈던 거야. 더 시간이 지나면. 흐릿해져 다 끝날 것 같아. 오늘은 너에게 꼭 묻고 싶은 밤이야,1,1,4
